,Collection_Name,Category_Art,Category_Collectibles,Category_Domain Names,Category_Music,Category_Photography,Category_Sports,Category_Trading Cards,Category_Utility,Category_Virtual Worlds,Collections_Links,Items,Owners,Floor_Price,Twitter_Links
9741,Funky Shrooms,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/funkyshrooms,295,133.0,0.06,https://twitter.com/funky_shrooms
9750,Funny Crocodiles NFT,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/funny-crocodiles-nft,100,9.0,0.001,https://twitter.com/funnycroconft
9753,Funny Looking Strangers,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/funnylookingstrangers,831,301.0,0.014,https://www.twitter.com/FLSNFT
9756,Funny Seals,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/funny-seals,1000,16.0,0.015,https://twitter.com/thefunnyseals
9757,Funny Shopping Bags,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/funny-shopping-bags,800,7.0,0.002,https://twitter.com/funnyshopbags
9758,Funny Teengirl Polygon,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/jkpolygon,9,2.0,0.004,https://twitter.com/tndnft
9760,Funny little men.,0,0,0,0,0,1,0,0,0,https://opensea.io/collection/funny-little-men,13,3.0,0.01,https://www.twitter.com/@kapley1
9762,Fur-Clad Lad,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/scullycully-drop0001,38,2.0,0.001,https://twitter.com/CullyScully
9763,Furballs.com Official,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/furballs-com-official,6900,1100.0,0.94,https://www.twitter.com/FurballsNFT
9764,Furbits,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/furbits,1000,205.0,0.01,https://www.twitter.com/furbits1
9765,Furcuties,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/furcuties,12,31.0,0.01,https://www.twitter.com/skyekaart
9766,Furious Alpha Gym Club,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/furiousalphagymclub,1900,1000.0,0.01,https://twitter.com/FuriousAlphaGC
9769,Furry Tales,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/furrytales,3,102.0,0.014,https://twitter.com/normanmeyerNFT
9771,Fuseballs,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/fuseballs,18,34.0,14.95,https://www.twitter.com/fusion_monsters
9773,Fusion by Hideki Tsukamoto,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/fusion-by-hideki-tsukamoto,1000,595.0,0.39,https://www.twitter.com/TsukamotoHideki
9774,FusionApes,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/fusionape,4200,1700.0,0.078,https://www.twitter.com/fusionapes
9778,Futbol Emotion,0,0,0,0,0,1,0,0,0,https://opensea.io/collection/futbol-emotion,4,1.0,0.04,https://www.twitter.com/FutbolEmotionEN
9781,Futsal Legends - Caro Futsal,0,0,0,0,0,1,0,0,0,https://opensea.io/collection/futsallegends,14,1.0,0.026,https://twitter.com/andrecarofutsal
9791,Future Immortals,0,0,0,0,0,1,0,0,0,https://opensea.io/collection/futureimmortals,25,5.0,0.02,https://www.twitter.com/_futureimmortal
9792,Future Land: Inward Expansion,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/futureland-inward-expansion,133,10.0,0.01,https://www.twitter.com/x3r0n3
9795,Future Thinkers Smart Village,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/future-thinkers-smart-village,11,69.0,0.08,https://www.twitter.com/FutureThinkers_
9796,Future Tickets by Ivan Gor,0,0,0,0,0,0,0,0,1,https://opensea.io/collection/future-tickets,3,1.0,0.1,https://www.twitter.com/TishTattooist
9797,Future Worlds - Art With Motion - Pimptronot,0,0,0,0,0,0,0,0,1,https://opensea.io/collection/future-worlds-v2,196,1.0,0.099,https://www.twitter.com/pimptronot_dj
9801,FuzziesNFT,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/fuzziesnft,10000,24.0,0.005,https://www.twitter.com/FuzzyNFT
9802,Fv773n,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/fv773n,143,42.0,0.125,https://twitter.com/Fv773N
9803,Fvckrender,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/fvckrender,1000,174.0,1.5,https://twitter.com/fvckrender
9804,Fxck Face,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/fxckface,5300,1900.0,0.009,https://www.twitter.com/FxckFaceNft
9805,Fyat Lux (Dawn Collection),0,1,0,0,0,0,0,0,0,https://opensea.io/collection/fyat-lux-dawn,8100,4200.0,0.205,https://twitter.com/fyatlux
9808,G Girl Series,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/g-girl-series,6,3.0,0.07,https://twitter.com/RayPiedra
9809,G H O S T G A N G,0,0,0,1,0,0,0,0,0,https://opensea.io/collection/huxlxy,5,2.0,1.0,https://www.twitter.com/huxlxy
9810,G-Bots by GAMEE,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/gbots-gamee,2700,1900.0,0.038,https://www.twitter.com/gameetoken
9811,G-CryptoSpooks NFT-old,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/g-cryptospooks-old,5,3.0,0.025,https://twitter.com/ikemotodir
9812,G-Liners,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/g-liners,196,143.0,0.15,https://twitter.com/LeCryptographe
9813,G-WORLD,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/giggiart,72,21.0,0.02,https://twitter.com/giggiart
9816,G.O.A.T. Series,0,0,0,0,0,1,0,0,0,https://opensea.io/collection/goatseries,7,1.0,0.012,https://www.twitter.com/grandv_nft
9823,GABLE MOODS,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/100-moods,73,38.0,0.024,https://twitter.com/andrewgableart
9825,GAIA | BONDING WITH NATURE,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/gaiaabondwithnature,15,7.0,0.1,https://twitter.com/dansky3d
9830,GALAXER,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/galaxer,1500,221.0,0.009,https://www.twitter.com/galaxerdao
9834,GALchans,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/athor,27,52.0,0.007,https://www.twitter.com/shinoononchan
9835,GAME DISEASE - GENE$IS -,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/gamediseasegenesis,661,220.0,0.53,https://www.twitter.com/gamedisease_
9836,GAME-MO,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/game-mo,62,7.0,0.01,https://www.twitter.com/rentarouakihiro
9837,GAMEBOY-Z,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/gameboy-z,314,7000.0,0.001,https://www.twitter.com/gameboyz_nft
9838,GAMEBROS,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/gamebros,132,82.0,0.35,https://twitter.com/BKK_BROS
9843,GAMEX Cards,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/gamexcards,250,195.0,0.42,https://www.twitter.com/gamestaguild
9844,GAN APES,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/gan-apes-nft,1800,1100.0,0.012,https://www.twitter.com/GANNFT
9845,GAN Faces,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/gannft-faces,448,237.0,0.028,https://www.twitter.com/GANNFT
9846,GAN Space,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/gan-space,270,151.0,0.022,https://www.twitter.com/GANNFT
9847,GANGSTER ALL STAR UNIVERSE,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/gangsterallstaruniverse,111,82.0,0.08,https://www.twitter.com/aroundtheduang
9849,GANGSTERS SCHOOL,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/gangsters-school,180,68.0,0.015,https://twitter.com/cfourisreal
9850,GANJAMAN,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/ganjaman,1,21.0,0.006,https://www.twitter.com/HIGHWAY42O
9851,GANoadz,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/ganoadz,95,10.0,0.089,https://twitter.com/stas_kulesh
9852,GARZI,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/garzi,100,2.0,0.003,https://www.twitter.com/garzi284
9857,GATE Artifacts,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/gate-artifacts,1,660.0,0.042,https://www.twitter.com/WhiteRabbitGATE
9858,GAWDS,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/gawds,4800,1400.0,0.035,https://twitter.com/cryptogawds
9859,GCF X GALA GAMES,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/gcf-gala-games,5,1400.0,0.27,https://twitter.com/LunaMarketInc
9867,GEN.ART Airdrop Collection,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/gen-art-collection,8100,2700.0,0.002,https://www.twitter.com/gen_dot_art
9868,GEN.ART Drop Collection,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/gen-art-drop,8400,2100.0,0.03,https://twitter.com/gen_dot_art
9869,GEN.ART Membership,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/gen-dot-art,5100,2400.0,0.499,https://www.twitter.com/gen_dot_art
9871,GENESIS Bored Aped Punk,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/bored-aped-punk-genesis,56,48.0,0.289,https://twitter.com/apedpunks
9872,GENESIS HAPE,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/hapebeastgenesis,35,33.0,44.0,https://www.twitter.com/DigimentalLDN
9873,GENESIS LIONS of ZATHENA,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/genesis-lionsofzathena,26,16.0,0.111,https://twitter.com/LIONSofZATHENA
9874,GENESIS SLOTH,1,1,0,0,0,0,0,0,0,https://opensea.io/collection/genesis-sloth,75,59.0,0.59,https://twitter.com/Timmyham
9875,GENESIS SYNCRONAUTS,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/genesis-syncronauts,777,177.0,0.25,https://www.twitter.com/SYNCToken
9877,GENOS NFT Collection,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/genos-nft-collection,25,11.0,10.0,https://www.twitter.com/Genos_Project
9879,GEOMETRYPUNK,0,0,0,1,0,0,0,0,0,https://opensea.io/collection/geometrypunk,4,1.0,0.01,https://www.twitter.com/KMuanmu
9881,GERMINATE HUMAN,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/gmh,47,5.0,0.005,https://www.twitter.com/GerminateHuman
9882,GERRY CHEEVERS NFT's,0,0,0,0,0,1,0,0,0,https://opensea.io/collection/gerrycheevers,1,1.0,1.125,https://www.twitter.com/blockjocksnft
9883,GET PWND,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/get-pwnd,129,110.0,0.007,https://www.twitter.com/coin_artist
9885,GFC <> BYOPills,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/gfc-x-byopills,5,1300.0,0.029,https://twitter.com/GalaxyFight_NFT
9887,GFC Genesis Key,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/gfcgenesiskey,3,560.0,0.127,https://twitter.com/GalaxyFight_NFT
9888,GFC Genesis Mystery Item,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/gfc-genesis-mystery-item,2,431.0,0.139,https://twitter.com/GalaxyFight_NFT
9889,GFC Holiday Items,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/gfc-holiday-items,2,2200.0,0.021,https://twitter.com/GalaxyFight_NFT
9890,GFC Weapon,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/gfc-weapon,507,329.0,0.339,https://twitter.com/GalaxyFight_NFT
9895,GGBubbleTea,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/ggbubbletea,7,29.0,0.008,https://twitter.com/ggbubbletea
9896,GGC 27.09.2021,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/gguerecac,3,1.0,0.25,https://twitter.com/Gguerecac
9897,GGDAO - Characters,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/ggdao-characters,9,298.0,0.023,https://www.twitter.com/ggdaonft
9898,GGDAO - Items & Accessories,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/ggdao-items,12,154.0,0.002,https://www.twitter.com/ggdaonft
9899,GGULLBIRDS : BUZZ FAMILY,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/buzz-family,6500,714.0,0.005,https://twitter.com/ggullbirds
9901,GG_Alcohol Ink Art,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/gg-koki69,18,13.0,0.35,https://www.twitter.com/gg_koki69
9906,GHOST ATCs,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/ghostatcs,4,3.0,0.01,https://www.twitter.com/maxillustration
9907,GHOST STORIES || BY DECLAN RMC,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/ghoststories,25,14.0,0.3,https://twitter.com/declanrmc
9909,GIANT BABY Comics,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/giantbabycomics,521,125.0,0.006,https://twitter.com/giantbaby_nft
9913,GIFish,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/gifish,11,1.0,0.01,https://twitter.com/zorbabilly
9914,GIGABOATs,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/gigaboats,1300,22.0,0.09,https://twitter.com/Gigaboats
9915,GIO MELODY - DFFRNT COMIC BOOK,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/giomelody,6,1.0,1.1,https://twitter.com/NFT_Art_Greece
9921,GJT,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/gjt,2,2.0,0.042,https://www.twitter.com/gjohnturnbull
9925,GLEWME CITY,1,0,0,0,0,0,0,0,1,https://opensea.io/collection/glewme-city-real-estate,2400,350.0,0.024,https://www.twitter.com/GlewmeCorp
9928,GLOBAL WARMING !,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/global-warming-4,1000,1.0,0.3,https://www.twitter.com/https://twitter.com/00globalwarming
9931,GLOOPEEZ,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/gloopeez,2500,219.0,0.001,https://www.twitter.com/gloopeeznfts
9934,GM Bored Mug,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/gmboredmug,50,45.0,0.25,https://www.twitter.com/digitaldamaged
9935,GM PUNKS,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/gmpunks,303,181.0,0.49,https://twitter.com/pixelord
9936,GM Photography Collection,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/gm-photography-collection,16,1.0,0.25,https://www.twitter.com/lworbt
9937,GM Sunshine,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/cardelucci-gm-sunshine,98,19.0,0.055,https://twitter.com/Cardelucci
9938,GM TOADZ,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/gmtoadz,163,189.0,0.027,https://twitter.com/pixelord
9939,GM by Aaron Ferguson,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/aaronferguson-gm,14,11.0,0.35,https://twitter.com/aaronrferguson
9940,GM! Everyone,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/gm-everyone,16,91.0,0.005,https://twitter.com/gooooddayg
9942,GM:MF,0,0,0,1,0,0,0,0,0,https://opensea.io/collection/gmmf,150,24.0,0.08,https://www.twitter.com/throneage
9944,GMETRY,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/gmetry,3,2.0,0.02,https://twitter.com/MikeAlmanza_Mx
9945,GNOLAUM,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/gnolaum,16,1.0,0.1,https://www.twitter.com/jaraneda_
9946,GNZ-11 Space Party,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/gnz-11spaceparty,1200,224.0,0.08,https://www.twitter.com/GNZ11SpaceParty
9947,GOA GIRLS GANG,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/avatar-people-of-azura,130,18.0,0.004,https://www.twitter.com/yuii7824
9959,GOATz,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/maisondegoat,7500,2900.0,0.17,https://twitter.com/MaisonDeGOAT
9960,GOBLIN PLANET,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/goblinplanet,41,16.0,0.015,https://twitter.com/monkatoy
9962,GODDAMN BUFFALO,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/goddamn-buffalo,42,1.0,0.1,https://twitter.com/jhfarr
9963,GODKILLER,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/godkiller,14,12.0,0.75,https://www.twitter.com/RoskoFriends
9974,GOLDMINE1221,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/goldmine1221,388,385.0,0.05,https://twitter.com/SharkJets
9975,GOLF by CAVY,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/golf-by-cavy,50,16.0,0.03,https://twitter.com/cavydesign_
9978,GOT collection,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/stark-house,8,1.0,1.0,https://www.twitter.com/http://www.twitter.com/HBO
9982,GRANNYSNFT,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/grannysnft,180,6.0,0.005,https://www.twitter.com/GrannysNFT
9984,GRAYCRAFT2,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/graycraft-2,5200,1500.0,0.175,https://www.twitter.com/graycraftnft
9985,GREECE by Olivia Ghalioungui,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/photographybyoliviag,10,1.0,0.5,https://twitter.com/OGhalioungui
9986,GREEDY ANIMALS,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/greedyanimals,3,2.0,2.0,https://www.twitter.com/greedy_animal
9987,GREG MIKE,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/greg-mike,1700,156.0,0.2,https://twitter.com/GREGMIKE
9991,GRILLZ CURATED,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/grillz-curated,3,3200.0,0.001,https://www.twitter.com/grillzgang
9992,GRILLZ GANG OG BADGE,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/grillz-gang-og-badge,555,437.0,0.16,https://www.twitter.com/grillzgang
9996,GRUMPY HOUNDS,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/grumpy-hounds,5,244.0,0.001,https://twitter.com/ZESPI
9997,GRUNTS,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/grunts,87,48.0,0.15,https://twitter.com/deadtunnelrat
9998,GRZ,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/grz,4,5.0,0.1,https://www.twitter.com/growlerznft
10012,GU GA GIRL,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/gu-ga-girl,17,14.0,0.005,https://www.twitter.com/ggbox_NFT
10015,GURACORP,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/guracorp,100,59.0,0.79,https://twitter.com/GuraNft
10019,GWAJA's Pencil Edition,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/gwaja-s-pencil-edition,3,8.0,0.06,https://www.twitter.com/gwaja88
10021,GYSNOIZE - NFT's Music,0,0,0,1,0,0,0,0,0,https://opensea.io/collection/nft-music-gysnoize,24,1.0,0.001,https://www.twitter.com/https://twitter.com/GysnoizeRecords
10030,Gab's Beach Club,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/gabs-beach-club,4,66.0,0.3,https://twitter.com/gabscanu
10031,Gaburi Cats,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/gaburicats,83,35.0,0.005,https://twitter.com/gaburicats
10034,Gachyi Land,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/gachyiland,1,1.0,15.0,https://www.twitter.com/GachyiLand
10035,Gaegul Society Club,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/gaegul-society-club,5600,244.0,0.008,https://twitter.com/GaeGulSC
10036,GaiaEliteClub,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/gaiaeliteclub,3400,1300.0,0.039,https://www.twitter.com/gaiaeliteclub
10037,GainSkate,0,0,0,0,0,1,0,0,0,https://opensea.io/collection/gainskate,4,1.0,0.001,https://www.twitter.com/gainsec
10038,Galactic Apes Genesis NFT,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/galacticapes-genesis-nft,40,2.0,0.05,https://www.twitter.com/GalacticApesNFT
10039,Galactic Monkey Federation,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/galacticmonkeyfederation,7000,264.0,0.02,https://twitter.com/GalacticMonkeyF
10041,Galactic Transmissions,0,0,0,1,0,0,0,0,0,https://opensea.io/collection/galactic-transmissions,6,1.0,0.1,https://www.twitter.com/taylorhaun
10042,GalacticApes,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/galacticapes,10000,3400.0,0.43,https://twitter.com/GalacticApesNFT
10043,GalacticApes Genesis,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/galacticapesgenesis,151,87.0,15.0,https://twitter.com/GalacticApesNFT
10044,GalacticMonkes,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/galacticmonkes,9200,2400.0,0.155,https://twitter.com/GalacticApesNFT
10046,Galactussi,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/galactussi,11,1.0,0.04,https://www.twitter.com/lolacataleya
10047,Galaktic Gang,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/galaktic-gang,5600,2600.0,0.27,https://twitter.com/GalakticGangNFT
10049,Galata Tower-Istanbul,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/galatatower-istanbul,10,1.0,0.1,https://twitter.com/karacizme
10054,Galaxy Fight Club,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/galaxy-fight-club,10100,2600.0,0.799,https://twitter.com/GalaxyFight_NFT
10055,Galaxy Fighters Poly,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/galaxy-fighters-poly,21,3.0,0.05,https://www.twitter.com/GalaxyFight_NFT
10056,Galaxy Geekz,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/galaxygeekz,273,2.0,0.055,https://www.twitter.com/GalaxyGeekz
10057,Galaxy Girls NFT,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/galaxy-girls-nft,176,23.0,0.028,https://twitter.com/GalaxyGirls_NFT
10058,Galaxy Mix,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/galaxymix,16,3.0,0.07,https://twitter.com/cristiangodoy__
10061,GalaxyApes,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/galaxyapes,50,40.0,0.3,https://www.twitter.com/astroapesnft
10063,Gallery - Estellez,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/photo-gallery-estellez,407,23.0,0.02,https://twitter.com/eduestellez
10065,Gallery Gone Bad,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/gallery-gone-bad,15,2.0,0.005,https://twitter.com/AnaPetArt
10066,Gallery Of My Painting,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/gallery-of-my-painting,10,2.0,0.08,https://www.twitter.com/ItsNaastaaraan
10071,Gambling Chests,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/gambling-chests,1300,1.0,0.005,https://www.twitter.com/CrapaudCasino
10079,Game Of Thrones: The NFT Collection,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/game-of-thrones-the-nft-collection,6,1.0,0.05,https://www.twitter.com/GOT_NFT
10084,Game in game,0,0,0,0,0,1,0,0,0,https://opensea.io/collection/game-in-game,4,2.0,0.2,https://twitter.com/TalibAshkan
10085,Game of Allure,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/game-of-allure,135,12.0,0.001,https://twitter.com/NexusArtsNFTs
10090,Game of Squids,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/game-of-squids,10,1.0,0.04,https://twitter.com/AquaticRico
10097,Game6,0,0,0,0,0,1,0,0,0,https://opensea.io/collection/game6,31,1.0,9.0,https://www.twitter.com/@Leon_Powe
10099,GameFi Protocol Meow Box,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/gamefiprotocolmeowbox,8,3.0,0.253,https://www.twitter.com/GamefiProtocol
10100,GameOfBlocks,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/gameofblocks,2300,1200.0,0.349,https://twitter.com/game_of_blocks
10101,GamePoint Limited Lions,0,0,0,0,0,1,0,0,0,https://opensea.io/collection/limited-lions,8,1.0,9.0,https://www.twitter.com/itsgamepointhq
10105,Gamer BITboy Art Toy NFT,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/gamerbitboytoynft,20,9.0,0.02,https://twitter.com/ArtbySlimNFTs
10106,Gamer NFT Collection,0,0,0,0,0,1,1,0,0,https://opensea.io/collection/re-inc-gamer,13,12.0,1.15,https://www.twitter.com/re__inc
10116,Garanti BBVA,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/garantibbva,21,1.0,19.2,https://www.twitter.com/NFTuurk
10121,Garden Critters,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/gardencritters,20,1.0,0.1,https://www.twitter.com/blad500
10122,Garden Girls,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/garden-girls,7,7.0,0.03,https://twitter.com/mamoresxiv
10125,Garrison Fortress,0,0,0,1,0,0,0,0,0,https://opensea.io/collection/garrisonfortress,1,79.0,0.001,https://www.twitter.com/Garrison4tress
10128,Gasha Machine,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/gasha-machine,95,39.0,0.003,https://twitter.com/YArttoy
10129,Gasper,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/gasper,302,42.0,0.03,https://www.twitter.com/Gasper_NFT
10135,Gather Masternode NFTs,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/gather-masternode-nfts,181,119.0,5.0,https://www.twitter.com/gather_network
10137,Gator World NFT,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/gator-world,3000,1300.0,0.013,https://twitter.com/GatorWorldNFT
10138,GatorCardZ,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/gator-cardz,16,162.0,0.001,https://www.twitter.com/WhisperNFT
10143,Gaussian Timepieces by Takens Theorem,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/gaussian-timepieces-by-takens-theorem-1,100,76.0,1.9,https://www.twitter.com/takenstheorem
10150,Gazes : Istanbul Bosphorus,0,0,0,0,1,0,0,0,0,https://opensea.io/collection/gazes-istanbul-bosphorus,15,1.0,0.07,https://twitter.com/Film_Aylak
10154,Gear Slots,0,0,0,0,0,0,0,1,0,https://opensea.io/collection/gearslots,51,13.0,0.001,https://www.twitter.com/gearslots
10155,Gearheads,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/gearheads,85,45.0,0.03,https://www.twitter.com/GearheadsNft
10160,Geeking Goblins,0,1,0,0,0,0,0,0,0,https://opensea.io/collection/geeking-goblins,28,5.0,0.001,https://twitter.com/geekingoblins
10161,GelSneakerz by Danny Zareto,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/gelsneakerz-by-danny-zareto,6,3.0,0.1,https://twitter.com/dannyzareto
10164,Gem World Govt.,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/gem-world-govt,26,1.0,0.25,https://www.twitter.com/carlmariaart
10171,Gems 2021 edition,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/gems-2021,101,1.0,0.06,https://www.twitter.com/@gems_nft
10172,Gems NFT,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/gemsnft,5,1.0,0.005,https://www.twitter.com/metalgemnft
10177,GenSys.X,0,0,0,0,0,0,1,0,0,https://opensea.io/collection/gensys-x,8,150.0,0.158,https://www.twitter.com/AnRKeyX
10178,Gene Therapy by Sean Conte,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/genetherapy,39,15.0,0.085,https://twitter.com/ThinSlicePhoto
10179,Gener8tive K-Compositions,1,0,0,0,0,0,0,0,0,https://opensea.io/collection/gener8tive-k-compositions,250,140.0,1.4,https://www.twitter.com/gener8tive
